Problem,Worker ID,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class
CR_Conf,A2BV7O07LVX731,30,Female,Left,Graduate Degree,1 hour,6,21-30%,11-20%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2BX8RJDS9GYZ1,41,Female,Right,High School/GED,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A2BXQ8SZLFQF4D,57,Female,Right,College,Infinity,9,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,31-40%,11-20%,Non-Solver
CR_Conf,A2BZY06YRWGEDL,30,Male,Right,High School/GED,Infinity,3,0-10%,0-10%,11-20%,21-30%,31-40%,31-40%,21-30%,11-20%,0-10%,61-70%,51-60%,Non-Solver
CR_Conf,A2C39KTRMOM1XZ,53,Female,Right,High School/GED,1000 minutes,4,11-20%,0-10%,31-40%,31-40%,51-60%,41-50%,0-10%,0-10%,0-10%,31-40%,31-40%,Non-Solver
CR_Conf,A2C4VDQC5HQ1YP,42,Male,Right,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,0-10%,21-30%,Non-Solver
CR_Conf,A2CA2CUWD2BH07,69,Female,Right,Graduate Degree,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2CAVHHY7X7YBP,27,Male,Right,Graduate Degree,Infinity,9,31-40%,0-10%,11-20%,21-30%,61-70%,41-50%,71-80%,21-30%,31-40%,51-60%,81-90%,Non-Solver
CR_Conf,A2CF2BD4Q0ZDJN,56,Male,Right,College,Infinity,8,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,11-20%,31-40%,Non-Solver
CR_Conf,A2CHDWKAYZ3P3E,32,Male,Right,High School/GED,Infinity,10,21-30%,0-10%,21-30%,11-20%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A2CHKF2A6F4MIX,34,Female,Right,Graduate Degree,1000 seconds,5,51-60%,21-30%,51-60%,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,11-20%,Non-Solver
CR_Conf,A2CJNNTLFULCTH,47,Female,Right,College,Infinity,7,41-50%,0-10%,0-10%,0-10%,0-10%,31-40%,21-30%,21-30%,41-50%,41-50%,51-60%,Non-Solver
CR_Conf,A2CLGYPCKVH59J,50,Male,Right,Graduate Degree,1 hour,8,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,11-20%,31-40%,Solver
CR_Conf,A2D3K70E5IO34V,30,Female,Right,Graduate Degree,1000 hours,8,31-40%,41-50%,51-60%,51-60%,61-70%,51-60%,71-80%,61-70%,61-70%,51-60%,61-70%,Non-Solver
CR_Conf,A2D6VL5XE0O4D3,28,Female,Right,College,There is no way to know without additional information,3,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,11-20%,0-10%,11-20%,31-40%,Non-Solver
CR_Conf,A2DC9KLE5M9G1A,28,Female,Both hands are equally strong,Graduate Degree,1 hour,8,51-60%,0-10%,0-10%,21-30%,21-30%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2DDOEOO1D99X4,47,Female,Right,Graduate Degree,1000 hours,6,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,31-40%,31-40%,Non-Solver
CR_Conf,A2DFSLUXNR2HDC,34,Male,Right,College,Infinity,5,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2DFXQ3QVQ9ELH,35,Male,Right,College,1 hour,3,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,Solver
CR_Conf,A2DH6KE258SZBH,32,Female,Left,High School/GED,Infinity,4,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A2DNCU1H95HCBS,37,Male,Right,Graduate Degree,1 hour,10,41-50%,11-20%,21-30%,31-40%,41-50%,71-80%,51-60%,61-70%,11-20%,0-10%,0-10%,Solver
CR_Conf,A2DNLHS1RSTF5R,33,Female,Right,Graduate Degree,1000 seconds,4,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2DVCDDVI697QR,41,Female,Right,College,1 hour,1,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2E1GWCDFUAZA3,40,Female,Right,College,There is no way to know without additional information,8,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2E2O8EBNS694H,24,Male,Left,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,0-10%,11-20%,0-10%,31-40%,Non-Solver
CR_Conf,A2EB254ETVD4KF,27,Male,Right,College,1000 minutes,9,21-30%,0-10%,0-10%,0-10%,61-70%,41-50%,31-40%,11-20%,11-20%,0-10%,61-70%,Non-Solver
CR_Conf,A2EDI66B0KTBEH,48,Female,Left,College,Infinity,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2EE1ES8TUMNCM,36,Male,Right,College,Infinity,8,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,Non-Solver
CR_Conf,A2EED3HLTA96CP,42,Female,Right,College,Infinity,2,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,61-70%,71-80%,Non-Solver
CR_Conf,A2EHH2ZFIRF1BF,60,Male,Right,High School/GED,1 hour,10,11-20%,0-10%,11-20%,11-20%,11-20%,41-50%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A2EI075XZT9Y2S,42,Male,Right,High School/GED,1000000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,21-30%,11-20%,Non-Solver
CR_Conf,A2EOOF9D135HQ1,43,Male,Right,College,1 hour,8,41-50%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,21-30%,0-10%,31-40%,31-40%,Solver
CR_Conf,A2EUJY669L0PEH,25,Female,Both hands are equally strong,College,2000 hours,6,41-50%,0-10%,41-50%,41-50%,31-40%,41-50%,61-70%,71-80%,11-20%,81-90%,81-90%,Non-Solver
CR_Conf,A2EXM21XS6NZV5,41,Male,Right,Graduate Degree,There is no way to know without additional information,8,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A2EZNZ6X58RTNR,36,Male,Right,Graduate Degree,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2F0A4FIVT9M3O,37,Female,Right,College,Infinity,4,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,81-90%,61-70%,Non-Solver
CR_Conf,A2F3HRVAQOSIVQ,31,Female,Right,College,There is no way to know without additional information,5,51-60%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2F3K66NA4471N,27,Male,Right,Graduate Degree,1000 hours,7,51-60%,0-10%,0-10%,31-40%,21-30%,11-20%,11-20%,11-20%,31-40%,21-30%,11-20%,Non-Solver
CR_Conf,A2FBP73AQACKZ2,36,Male,Right,College,1 hour,3,21-30%,0-10%,0-10%,11-20%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2FKEASJJHYISJ,70,Female,Right,High School/GED,1 hour,1,21-30%,41-50%,11-20%,31-40%,21-30%,41-50%,41-50%,31-40%,31-40%,71-80%,71-80%,Solver
CR_Conf,A2FLOH4DM8A4ZS,32,Male,Left,College,Infinity,10,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2FM59WS6UHSOD,23,Female,Right,College,1 hour,9,61-70%,0-10%,0-10%,0-10%,0-10%,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2FMAYSRF4VKNB,42,Male,Right,College,Infinity,5,21-30%,0-10%,0-10%,21-30%,11-20%,31-40%,21-30%,41-50%,41-50%,51-60%,31-40%,Non-Solver
CR_Conf,A2G7F16RAOFTXG,24,Female,Right,College,Infinity,1,31-40%,0-10%,31-40%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2G7N0X0PNX0EE,32,Male,Right,College,1 hour,2,41-50%,0-10%,0-10%,0-10%,0-10%,41-50%,11-20%,0-10%,0-10%,11-20%,21-30%,Solver
CR_Conf,A2GDIWT471AR78,52,Female,Right,College,There is no way to know without additional information,5,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2GQGYKPLKQGSZ,33,Male,Right,Graduate Degree,1 hour,10,11-20%,11-20%,21-30%,31-40%,21-30%,11-20%,31-40%,41-50%,31-40%,41-50%,41-50%,Solver
CR_Conf,A2GTBBZA2M82NR,37,Male,Right,College,1000 hours,4,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,41-50%,11-20%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A2GV9WSNSPX53,26,Male,Left,Graduate Degree,1 hour,2,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A2GZ00IMOT6L3X,49,Female,Right,High School/GED,1000000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A2GZNOA5CIVKUB,25,Female,Right,College,1 minute,7,21-30%,21-30%,31-40%,41-50%,41-50%,31-40%,31-40%,31-40%,21-30%,21-30%,11-20%,Non-Solver
CR_Conf,A2H1QUGX0SOUMH,68,Male,Right,College,There is no way to know without additional information,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,31-40%,Non-Solver
CR_Conf,A2HDK3ZI4R4VJV,28,Male,Right,Graduate Degree,1 minute,9,91-100%,61-70%,51-60%,41-50%,51-60%,61-70%,51-60%,51-60%,61-70%,51-60%,51-60%,Non-Solver
CR_Conf,A2HG1N3BVQO6I,57,Female,Right,High School/GED,Infinity,5,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,21-30%,41-50%,Non-Solver
CR_Conf,A2HJ68MCAG1TD1,56,Female,Right,High School/GED,Infinity,5,41-50%,41-50%,31-40%,41-50%,31-40%,71-80%,51-60%,0-10%,61-70%,51-60%,51-60%,Non-Solver
CR_Conf,A2I4VNAS21FXCE,47,Male,Right,College,1 hour,10,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2I6ZALE49CVSC,28,Male,Right,High School/GED,1 hour,6,31-40%,0-10%,0-10%,41-50%,41-50%,61-70%,11-20%,31-40%,11-20%,0-10%,11-20%,Solver
CR_Conf,A2IGPW784OFV3D,30,Male,Right,High School/GED,1 hour,5,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A2IHCA80163TL7,48,Female,Right,Graduate Degree,1000000 hours,2,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,11-20%,Non-Solver
CR_Conf,A2ILMFOOCW8ITR,50,Male,Right,Graduate Degree,1 minute,9,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,71-80%,71-80%,91-100%,71-80%,Non-Solver
CR_Conf,A2ILUP6FN8HKKC,31,Female,Right,College,1 hour,2,31-40%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A2IQ0QCTQ3KWLT,48,Female,Right,High School/GED,Infinity,5,11-20%,0-10%,0-10%,0-10%,41-50%,41-50%,41-50%,51-60%,51-60%,51-60%,41-50%,Non-Solver
CR_Conf,A2IQU1LQHQHWQD,54,Female,Left,College,There is no way to know without additional information,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2ITJNPW1LDUN7,24,Male,Right,College,Infinity,6,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A2IU5TX5S0FA1C,65,Female,Right,High School/GED,There is no way to know without additional information,1,0-10%,0-10%,11-20%,0-10%,21-30%,21-30%,61-70%,71-80%,21-30%,41-50%,61-70%,Non-Solver
CR_Conf,A2IVGLOBFOT67M,28,Female,Right,College,1000 minutes,2,21-30%,0-10%,0-10%,0-10%,21-30%,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,Non-Solver
CR_Conf,A2J5XTBTEKX0T4,28,Male,Right,College,1000 minutes,9,61-70%,51-60%,61-70%,71-80%,61-70%,71-80%,61-70%,51-60%,41-50%,31-40%,21-30%,Non-Solver
CR_Conf,A2J6T9ELNZ97JH,70,Male,Right,High School/GED,1000 hours,2,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A2JALZMZ2RMQ2W,30,Male,Right,High School/GED,1000 hours,7,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A2JC3V9RTU8XLW,57,Female,Right,High School/GED,There is no way to know without additional information,7,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,71-80%,Non-Solver
CR_Conf,A2JCHN90PRUWDH,25,Male,Right,College,1000 seconds,2,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2JCK494NV7TFX,36,Male,Right,College,There is no way to know without additional information,4,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,31-40%,Non-Solver
CR_Conf,A2JHF7CU91EVXW,44,Male,Right,College,1 hour,5,71-80%,0-10%,0-10%,0-10%,0-10%,41-50%,11-20%,11-20%,11-20%,0-10%,11-20%,Solver
CR_Conf,A2JPOXYZM5AJZZ,46,Male,Left,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A2JTV44ZIGMS5D,45,Male,Right,College,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A2JZUSRBP6H5S,35,Male,Left,College,There is no way to know without additional information,9,21-30%,0-10%,21-30%,21-30%,11-20%,41-50%,21-30%,21-30%,21-30%,41-50%,41-50%,Non-Solver
CR_Conf,A2K14THTRC00OH,24,Female,Right,Graduate Degree,2000 hours,8,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2K3MUBO2FWKRD,26,Male,Right,College,1000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A2K54VYAGSEL2O,30,Male,Right,High School/GED,There is no way to know without additional information,10,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,0-10%,0-10%,Non-Solver
CR_Conf,A2KBTDHM44J7X4,32,Male,Right,College,1000 minutes,6,11-20%,0-10%,0-10%,0-10%,11-20%,51-60%,41-50%,0-10%,41-50%,11-20%,11-20%,Non-Solver
CR_Conf,A2KED6T6BO622W,49,Female,Left,College,Infinity,8,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2KI0ORVSCIUK7,63,Male,Right,High School/GED,There is no way to know without additional information,2,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,81-90%,Non-Solver
CR_Conf,A2KPTJMOIYHG69,51,Male,Left,College,Infinity,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,61-70%,11-20%,Non-Solver
CR_Conf,A2L26DMSVUEDP6,45,Male,Right,High School/GED,There is no way to know without additional information,8,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,61-70%,Non-Solver
CR_Conf,A2L9G4YBBC7Z99,40,Male,Right,Graduate Degree,1000 minutes,9,41-50%,51-60%,61-70%,71-80%,81-90%,71-80%,61-70%,51-60%,61-70%,71-80%,61-70%,Non-Solver
CR_Conf,A2LF84L3K71GR2,36,Female,Left,High School/GED,1 hour,7,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver
CR_Conf,A2LHAMZNC1JZA8,46,Female,Right,High School/GED,There is no way to know without additional information,2,21-30%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,61-70%,51-60%,Non-Solver
CR_Conf,A2LTOS0AZ3B28A,46,Female,Right,College,1000 minutes,1,0-10%,0-10%,51-60%,0-10%,0-10%,31-40%,21-30%,11-20%,41-50%,61-70%,71-80%,Non-Solver
CR_Conf,A2LV5432PV1S39,32,Male,Right,College,1000 hours,4,21-30%,0-10%,11-20%,0-10%,21-30%,11-20%,51-60%,61-70%,31-40%,71-80%,61-70%,Non-Solver
CR_Conf,A2M8R4MP1Y3T3I,52,Female,Right,Graduate Degree,There is no way to know without additional information,9,51-60%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,91-100%,Non-Solver
CR_Conf,A2M9ONJ71ZC79O,22,Male,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,31-40%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2MAFM9LD9FBIH,42,Male,Left,College,2000 hours,1,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,Non-Solver
CR_Conf,A2MCI9K0K5VX50,32,Male,Right,College,1000 minutes,2,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2MGH3MBXMKD96,34,Female,Right,High School/GED,Infinity,6,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,41-50%,21-30%,Non-Solver
CR_Conf,A2ML0070M8FDK1,59,Female,Right,High School/GED,Infinity,6,11-20%,0-10%,0-10%,0-10%,0-10%,31-40%,21-30%,31-40%,21-30%,41-50%,11-20%,Non-Solver
CR_Conf,A2MPH5RMQ3B1V0,25,Female,Right,Graduate Degree,1 hour,2,0-10%,0-10%,0-10%,31-40%,21-30%,61-70%,41-50%,11-20%,0-10%,71-80%,81-90%,Solver
CR_Conf,A2MR1H3PV0EDDR,30,Female,Right,Graduate Degree,1000000 hours,10,41-50%,81-90%,71-80%,61-70%,51-60%,61-70%,71-80%,81-90%,71-80%,61-70%,61-70%,Non-Solver
CR_Conf,A2MU4RWJG4NJ06,30,Female,Right,College,1 hour,9,71-80%,51-60%,61-70%,71-80%,81-90%,81-90%,71-80%,71-80%,81-90%,81-90%,71-80%,Solver
CR_Conf,A2N5O2OTCXM8Z4,30,Male,Right,Graduate Degree,1 hour,9,61-70%,0-10%,0-10%,71-80%,41-50%,51-60%,61-70%,51-60%,51-60%,61-70%,71-80%,Solver
CR_Conf,A2N7VLJD8UE6VC,35,Male,Right,College,1 hour,8,61-70%,0-10%,0-10%,0-10%,11-20%,61-70%,11-20%,0-10%,0-10%,11-20%,0-10%,Solver
CR_Conf,A2N8RYFLWR04AV,27,Male,Right,Graduate Degree,1 hour,8,81-90%,0-10%,0-10%,41-50%,51-60%,81-90%,61-70%,51-60%,71-80%,61-70%,71-80%,Solver
CR_Conf,A2NDYOUC0SJXR1,30,Male,Right,College,1 hour,5,0-10%,61-70%,61-70%,41-50%,51-60%,61-70%,71-80%,71-80%,61-70%,41-50%,51-60%,Solver
CR_Conf,A2NGD01946RWYW,23,Male,Right,High School/GED,Infinity,7,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,Non-Solver
CR_Conf,A2NGMLBFZ3YQP5,59,Female,Right,Graduate Degree,Infinity,4,61-70%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2NGSSVZ08HZVD,52,Male,Right,High School/GED,There is no way to know without additional information,8,21-30%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,21-30%,Non-Solver
CR_Conf,A2NGVPAXDPI41B,35,Female,Right,High School/GED,There is no way to know without additional information,7,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,21-30%,21-30%,Non-Solver
CR_Conf,A2NK67A23XP83H,30,Male,Right,Graduate Degree,1 minute,10,81-90%,51-60%,61-70%,71-80%,61-70%,61-70%,51-60%,41-50%,51-60%,61-70%,61-70%,Non-Solver
CR_Conf,A2NVO55DO76R80,47,Male,Left,Graduate Degree,1000 hours,3,51-60%,0-10%,21-30%,21-30%,31-40%,21-30%,31-40%,11-20%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2NXHJ905WLGAA,34,Male,Right,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,31-40%,11-20%,51-60%,91-100%,Non-Solver
CR_Conf,A2NXMRPHG86N2T,45,Male,Right,College,2000 hours,5,0-10%,0-10%,0-10%,41-50%,11-20%,21-30%,31-40%,0-10%,51-60%,61-70%,71-80%,Non-Solver
CR_Conf,A2NZAH96NU7EL6,29,Male,Right,High School/GED,Infinity,8,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2O2Y99RA9GFUJ,64,Male,Right,College,1000 hours,7,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,61-70%,31-40%,21-30%,21-30%,11-20%,Non-Solver
CR_Conf,A2O4QLHKZ3A0PM,23,Male,Right,College,2000 hours,8,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,41-50%,11-20%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A2O5PPV8TCNWP8,39,Female,Left,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,61-70%,Non-Solver
CR_Conf,A2O7LNRIBPIHAF,48,Male,Right,High School/GED,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,0-10%,21-30%,31-40%,Non-Solver
CR_Conf,A2OFRJHPNIMPI7,44,Female,Right,Graduate Degree,1000 seconds,6,51-60%,41-50%,31-40%,61-70%,21-30%,31-40%,41-50%,31-40%,41-50%,11-20%,51-60%,Non-Solver
CR_Conf,A2ONILC0LZKG6Y,43,Female,Right,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A2OPVDPTGKZPRU,28,Female,Right,Graduate Degree,1000 minutes,9,61-70%,51-60%,21-30%,31-40%,71-80%,21-30%,41-50%,31-40%,21-30%,11-20%,11-20%,Non-Solver
CR_Conf,A2OVX9UW5WANQE,45,Female,Left,College,Infinity,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,31-40%,11-20%,Non-Solver
CR_Conf,A2OYUYH6ATMKHN,63,Male,Right,College,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A2P2SUJ6F18W1B,28,Male,Right,Graduate Degree,1000 minutes,9,41-50%,71-80%,61-70%,81-90%,61-70%,71-80%,81-90%,71-80%,61-70%,71-80%,81-90%,Non-Solver
CR_Conf,A2PBIFYF14M5MD,39,Male,Right,Graduate Degree,There is no way to know without additional information,3,11-20%,0-10%,11-20%,21-30%,21-30%,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2PDB64F7UMYUD,23,Male,Right,College,1 hour,9,71-80%,0-10%,0-10%,0-10%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2PDV2VWVVQIMK,27,Female,Right,College,There is no way to know without additional information,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A2PMVVXWGRFSEH,29,Male,Right,Graduate Degree,1000 hours,8,61-70%,31-40%,11-20%,51-60%,21-30%,61-70%,41-50%,71-80%,51-60%,61-70%,41-50%,Non-Solver
CR_Conf,A2PV770EBUE9UQ,36,Male,Right,College,1000000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A2Q1JUSJ9THUDZ,31,Male,Right,College,There is no way to know without additional information,6,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,51-60%,51-60%,Non-Solver
CR_Conf,A2Q3KN46PUMMX2,35,Female,Right,Graduate Degree,There is no way to know without additional information,6,41-50%,0-10%,11-20%,51-60%,31-40%,41-50%,71-80%,61-70%,21-30%,81-90%,91-100%,Non-Solver
CR_Conf,A2Q9888BL4P09X,25,Male,Right,Graduate Degree,1000 hours,8,61-70%,0-10%,0-10%,61-70%,41-50%,51-60%,71-80%,21-30%,41-50%,61-70%,81-90%,Non-Solver
CR_Conf,A2QB46ZVBFQ8VZ,23,Female,Right,College,There is no way to know without additional information,1,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,41-50%,Non-Solver
CR_Conf,A2QFQSLWUAX9ZU,37,Male,Right,College,Infinity,3,21-30%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,41-50%,51-60%,61-70%,41-50%,Non-Solver
CR_Conf,A2QG8DGOPT6F9P,52,Female,Both hands are equally strong,High School/GED,Infinity,5,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,21-30%,11-20%,41-50%,51-60%,11-20%,Non-Solver
